,area_title,geographic_level,State,msa_name,geoid,percent_fossil_employees,meets_fossil_threshold,local_area_unemployment,national_unemployment_rate_prev_year,meets_unemployment_criteria
16922,"Jefferson County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17081,0.5674214442481667,1,9.3,8.9,1
16923,"Jefferson County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17081,0.41028878017989584,1,9.5,8.1,1
16924,"Jefferson County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17081,0.49976573481180697,1,7.5,7.4,1
16925,"Jefferson County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17081,0.37252741486961544,1,6.8,6.2,1
16980,"Latimer County, Oklahoma",county,Oklahoma,Southeast Oklahoma nonmetropolitan area,40077,17.55002704164413,1,9.7,9.3,1
16983,"Latimer County, Oklahoma",county,Oklahoma,Southeast Oklahoma nonmetropolitan area,40077,5.436720142602495,1,8.6,8.1,1
16985,"Latimer County, Oklahoma",county,Oklahoma,Southeast Oklahoma nonmetropolitan area,40077,2.2315653298835705,1,7.9,6.2,1
16986,"Latimer County, Oklahoma",county,Oklahoma,Southeast Oklahoma nonmetropolitan area,40077,6.310679611650485,1,8.3,5.3,1
17016,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,0.9842374010212387,1,12.8,9.3,1
17017,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,0.6660811008637095,1,10.8,9.6,1
17018,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,1.0754229997132205,1,9.0,8.9,1
17019,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,3.5820073017841154,1,8.6,8.1,1
17021,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,5.938500960922485,1,6.3,6.2,1
17022,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,2.1392145175177166,1,7.1,5.3,1
17023,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,3.076621595140114,1,6.0,4.9,1
17024,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,5.96061040824312,1,5.5,4.4,1
17025,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,4.093760316936282,1,5.5,3.9,1
17026,"Guernsey County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39059,2.0025747389500785,1,8.7,3.7,1
17028,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,5.755395683453238,1,13.6,9.3,1
17029,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,4.748152552450522,1,11.1,9.6,1
17030,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,3.2480399758766265,1,11.7,8.9,1
17031,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,3.1049153616366434,1,13.1,8.1,1
17032,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,3.412877082395317,1,10.2,7.4,1
17033,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,2.578117882845951,1,9.4,6.2,1
17034,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,1.8297832410622126,1,11.2,5.3,1
17035,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,6.761699334146113,1,8.2,4.9,1
17036,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,7.392177488763507,1,6.4,4.4,1
17037,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,6.222306024323561,1,6.0,3.9,1
17038,"Floyd County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21071,3.937246963562753,1,8.8,3.7,1
17043,"Harlan County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21095,0.31528444139821793,1,17.9,8.1,1
17044,"Harlan County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21095,13.466666666666665,1,13.9,7.4,1
17046,"Harlan County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21095,7.6019466353415,1,13.0,5.3,1
17047,"Harlan County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21095,7.631352282515073,1,9.8,4.9,1
17048,"Harlan County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21095,9.386753883892068,1,7.1,4.4,1
17049,"Harlan County, Kentucky",county,Kentucky,East Kentucky nonmetropolitan area,21095,8.317120622568092,1,9.0,3.9,1
17122,"Coeur d'Alene, ID MSA",metropolitan_stat_area,Idaho,"Coeur d'Alene, ID",17660,0.21315228546617193,1,7.1,3.7,1
17170,"Dawson County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48115,7.849331713244228,1,8.7,3.7,1
17200,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.23150050683542917,1,17.8,7.4,1
17201,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.23150050683542917,1,17.8,7.4,1
17202,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.23150050683542917,1,17.8,7.4,1
17203,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.23150050683542917,1,17.8,7.4,1
17204,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.23150050683542917,1,17.8,7.4,1
17205,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.23150050683542917,1,17.8,7.4,1
17206,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.23150050683542917,1,17.8,7.4,1
17207,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.21466360136276763,1,15.9,6.2,1
17208,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.21466360136276763,1,15.9,6.2,1
17209,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.21466360136276763,1,15.9,6.2,1
17210,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.21466360136276763,1,15.9,6.2,1
17211,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.21466360136276763,1,15.9,6.2,1
17212,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.21466360136276763,1,15.9,6.2,1
17213,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.21466360136276763,1,15.9,6.2,1
17214,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24243273542600896,1,15.4,5.3,1
17215,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24243273542600896,1,15.4,5.3,1
17216,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24243273542600896,1,15.4,5.3,1
17217,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24243273542600896,1,15.4,5.3,1
17218,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24243273542600896,1,15.4,5.3,1
17219,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24243273542600896,1,15.4,5.3,1
17220,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24243273542600896,1,15.4,5.3,1
17221,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24180587706235349,1,14.0,4.9,1
17222,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24180587706235349,1,14.0,4.9,1
17223,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24180587706235349,1,14.0,4.9,1
17224,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24180587706235349,1,14.0,4.9,1
17225,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24180587706235349,1,14.0,4.9,1
17226,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24180587706235349,1,14.0,4.9,1
17227,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.24180587706235349,1,14.0,4.9,1
17235,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.27146299683535113,1,11.5,3.9,1
17236,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.27146299683535113,1,11.5,3.9,1
17237,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.27146299683535113,1,11.5,3.9,1
17238,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.27146299683535113,1,11.5,3.9,1
17239,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.27146299683535113,1,11.5,3.9,1
17240,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.27146299683535113,1,11.5,3.9,1
17241,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.27146299683535113,1,11.5,3.9,1
17249,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.2701995990586595,1,9.6,8.1,1
17250,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.2701995990586595,1,9.6,8.1,1
17251,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.2701995990586595,1,9.6,8.1,1
17252,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.2701995990586595,1,9.6,8.1,1
17253,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.2701995990586595,1,9.6,8.1,1
17254,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.2701995990586595,1,9.6,8.1,1
17255,"Ponce, PR MSA",metropolitan_stat_area,Puerto Rico,"Ponce, PR",38660,0.2701995990586595,1,9.6,8.1,1
17294,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.19120458891013384,1,12.3,8.9,1
17295,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.1809190688698589,1,12.8,8.1,1
17296,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.19312009656004828,1,11.9,7.4,1
17297,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.19516955354964624,1,10.2,6.2,1
17298,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.2353232598464206,1,8.9,5.3,1
17299,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.2288911495422177,1,7.6,4.9,1
17300,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.2477829942618675,1,7.2,4.4,1
17301,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.22356654392425038,1,7.7,3.9,1
17302,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.25316455696202533,1,12.2,3.7,1
17303,"Coahoma County, Mississippi",county,Mississippi,Northwest Mississippi nonmetropolitan area,28027,0.26919807310852933,1,8.8,8.1,1
17354,"Albany-Schenectady-Troy, NY MSA",metropolitan_stat_area,New York,"Albany-Schenectady-Troy, NY",10580,0.3462446699085856,1,6.9,3.7,1
17355,"Albany-Schenectady-Troy, NY MSA",metropolitan_stat_area,New York,"Albany-Schenectady-Troy, NY",10580,0.3462446699085856,1,6.9,3.7,1
17356,"Albany-Schenectady-Troy, NY MSA",metropolitan_stat_area,New York,"Albany-Schenectady-Troy, NY",10580,0.3462446699085856,1,6.9,3.7,1
17357,"Albany-Schenectady-Troy, NY MSA",metropolitan_stat_area,New York,"Albany-Schenectady-Troy, NY",10580,0.3462446699085856,1,6.9,3.7,1
17358,"Albany-Schenectady-Troy, NY MSA",metropolitan_stat_area,New York,"Albany-Schenectady-Troy, NY",10580,0.3462446699085856,1,6.9,3.7,1
17460,"Clallam County, Washington",county,Washington,Western Washington nonmetropolitan area,53009,0.37927252787424603,1,10.0,9.3,1
17461,"Clallam County, Washington",county,Washington,Western Washington nonmetropolitan area,53009,0.38732881449716416,1,9.9,9.6,1
17462,"Clallam County, Washington",county,Washington,Western Washington nonmetropolitan area,53009,0.3839215504879967,1,9.6,8.9,1
17463,"Clallam County, Washington",county,Washington,Western Washington nonmetropolitan area,53009,0.38680318543799774,1,9.4,8.1,1
17464,"Clallam County, Washington",county,Washington,Western Washington nonmetropolitan area,53009,0.3901819336690713,1,8.2,7.4,1
17496,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.2714697134224069,1,11.7,9.3,1
17497,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.2714697134224069,1,11.7,9.3,1
17498,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.2749964744041743,1,10.8,9.6,1
17499,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.2749964744041743,1,10.8,9.6,1
17500,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.2841959334565619,1,9.5,8.9,1
17501,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.2841959334565619,1,9.5,8.9,1
17502,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.30595376150410813,1,9.1,8.1,1
17503,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.30595376150410813,1,9.1,8.1,1
17516,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.30413625304136255,1,7.2,3.7,1
17517,"Morristown, TN MSA",metropolitan_stat_area,Tennessee,"Morristown, TN",34100,0.30413625304136255,1,7.2,3.7,1
17594,"Kingsport-Bristol-Bristol, TN-VA MSA",metropolitan_stat_area,Tennessee,"Kingsport-Bristol-Bristol, TN-VA",28700,0.20971624480268436,1,6.8,3.7,1
17595,"Kingsport-Bristol-Bristol, TN-VA MSA",metropolitan_stat_area,Tennessee,"Kingsport-Bristol-Bristol, TN-VA",28700,0.20971624480268436,1,6.8,3.7,1
17596,"Kingsport-Bristol-Bristol, TN-VA MSA",metropolitan_stat_area,Virginia,"Kingsport-Bristol-Bristol, TN-VA",28700,0.20971624480268436,1,6.8,3.7,1
17597,"Kingsport-Bristol-Bristol, TN-VA MSA",metropolitan_stat_area,Virginia,"Kingsport-Bristol-Bristol, TN-VA",28700,0.20971624480268436,1,6.8,3.7,1
17598,"Kingsport-Bristol-Bristol, TN-VA MSA",metropolitan_stat_area,Virginia,"Kingsport-Bristol-Bristol, TN-VA",28700,0.20971624480268436,1,6.8,3.7,1
17619,"Okanogan County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53047,0.5425161327165782,1,8.4,8.1,1
17621,"Okanogan County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53047,0.505324929363182,1,6.7,6.2,1
17622,"Okanogan County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53047,0.5020784970037251,1,6.5,5.3,1
17623,"Okanogan County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53047,0.524623455745473,1,6.7,4.9,1
17624,"Okanogan County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53047,0.5515973339462192,1,6.4,4.4,1
17625,"Okanogan County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53047,0.5944243000653867,1,6.8,3.9,1
17626,"Okanogan County, Washington",county,Washington,Eastern Washington nonmetropolitan area,53047,0.5973715651135006,1,8.9,3.7,1
17698,"Lincoln County, Nebraska",county,Nebraska,South Nebraska nonmetropolitan area,31111,0.665331234797539,1,3.9,3.7,1
17760,"Clearwater County, Minnesota",county,Minnesota,Northwest Minnesota nonmetropolitan area,27029,1.176948051948052,1,13.1,9.3,1
17761,"Clearwater County, Minnesota",county,Minnesota,Northwest Minnesota nonmetropolitan area,27029,1.1885895404120443,1,11.9,9.6,1
17762,"Clearwater County, Minnesota",county,Minnesota,Northwest Minnesota nonmetropolitan area,27029,1.6823963890028726,1,10.6,8.9,1
17769,"Clearwater County, Minnesota",county,Minnesota,Northwest Minnesota nonmetropolitan area,27029,1.4187116564417177,1,8.7,3.9,1
17770,"Clearwater County, Minnesota",county,Minnesota,Northwest Minnesota nonmetropolitan area,27029,1.5034538805363673,1,10.1,3.7,1
17806,"Cooke County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48097,4.26387194027708,1,7.1,3.7,1
17818,"Jack County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48237,11.201962387571546,1,7.0,3.7,1
17837,"Sabine Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22085,0.7210205213533,1,7.1,6.2,1
17866,"Fisher County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48151,1.694915254237288,1,4.5,3.7,1
17926,"Henderson County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48213,0.351832936102599,1,6.4,3.7,1
17976,"Ottawa County, Ohio",county,Ohio,North Northeastern Ohio nonmetropolitan area (noncontiguous),39123,0.18126888217522658,1,12.4,9.3,1
17977,"Ottawa County, Ohio",county,Ohio,North Northeastern Ohio nonmetropolitan area (noncontiguous),39123,0.17804154302670622,1,11.0,9.6,1
18086,"Saline County, Illinois",county,Illinois,South Illinois nonmetropolitan area,17165,18.00684345594525,1,9.1,8.9,1
18140,"Grand Forks, ND-MN MSA",metropolitan_stat_area,Minnesota,"Grand Forks, ND-MN",24220,0.6759645729410567,1,5.0,3.7,1
18141,"Grand Forks, ND-MN MSA",metropolitan_stat_area,North Dakota,"Grand Forks, ND-MN",24220,0.6759645729410567,1,5.0,3.7,1
18204,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Indiana,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18205,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Indiana,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18206,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Indiana,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18207,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18208,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18209,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18210,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18211,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18212,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18213,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18214,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18215,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18216,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18217,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18218,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.3058637083993661,1,9.9,9.3,1
18354,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Indiana,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18355,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Indiana,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18356,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Indiana,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18357,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18358,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18359,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18360,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18361,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18362,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18363,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Kentucky,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18364,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18365,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18366,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18367,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18368,"Cincinnati, OH-KY-IN MSA",metropolitan_stat_area,Ohio,"Cincinnati, OH-KY-IN",17140,0.28804818984505715,1,7.0,3.7,1
18402,"Stephens County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40137,8.109273903666427,1,9.2,5.3,1
18403,"Stephens County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40137,6.613138686131387,1,5.9,4.9,1
18405,"Stephens County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40137,7.808547008547008,1,4.1,3.9,1
18406,"Stephens County, Oklahoma",county,Oklahoma,Southwest Oklahoma nonmetropolitan area,40137,3.9656168737359145,1,7.9,3.7,1
18410,"Forest County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42053,5.355450236966824,1,9.6,8.9,1
18411,"Forest County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42053,5.728155339805825,1,9.6,8.1,1
18412,"Forest County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42053,5.701754385964912,1,8.1,7.4,1
18413,"Forest County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42053,5.681246857717446,1,8.0,6.2,1
18414,"Forest County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42053,5.145967342899555,1,7.8,5.3,1
18432,"Malheur County, Oregon",county,Oregon,Eastern Oregon nonmetropolitan area,41045,0.30905777002932083,1,9.7,9.3,1
18434,"Malheur County, Oregon",county,Oregon,Eastern Oregon nonmetropolitan area,41045,0.3389009924957638,1,9.4,8.9,1
18435,"Malheur County, Oregon",county,Oregon,Eastern Oregon nonmetropolitan area,41045,0.3147445726737148,1,8.4,8.1,1
